 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
RAB22A	RAB22A	2006	1573	1615	1736	1845	2355
PTGIS	PTGIS	783	709	674	2243	2437.36	2786
STAU1	STAU1	6420	5425	5541	6777	7311	8243
CDH26	CDH26	0	0	0	0	1	2
SNAI1	SNAI1	54	40	87	35	31	38
MOCS3	MOCS3	216	183	238	358	301	372
STX16	STX16	3397.34	3930.44	3698	2884.24	3180.13	3165.6
PPP4R1L	PPP4R1L	402	445	316	309	376	356
PMEPA1	PMEPA1	1163	835	974	432	533	513
RNF114	RNF114	3020	2711	2800	3554	3482	4050
ANKRD60	ANKRD60	0	0	0	0	0	0
DDX27	DDX27	1766	1548	1509	1728	1777	1970
RBPJL	RBPJL	0	0	0	0	0	0
SEMG1	SEMG1	0	0	0	0	0	0
C20orf85	C20orf85	0	0	0	0	0	0
BCAS4	BCAS4	46	58.01	34.04	122	106	168.01
KCNK15	KCNK15	2	0	0	5	2	6
TP53TG5	TP53TG5	0	3	1	0	1	1
PCK1	PCK1	2	1	0	0	0	0
ZBP1	ZBP1	0	1	1	9	21	15
NEURL2	NEURL2	20.36	14.29	9.56	23.08	10.4	8.95
MAGEA10	MAGEA10	0	0	0	0	0	0
MTRR	MTRR	1076	803	980	883	906	1036
FASTKD3	FASTKD3	304	247	321	367	398	398
PEPD	PEPD	1557	1364	1357	1263	1192	1501
CHST8	CHST8	0	0	0	0	0	0
IQSEC2	IQSEC2	146	137	171	235	252	292
VAMP7	VAMP7	1951	1509	1579	1594	1673	1926
IL9R	IL9R	0	1	1	1	0	0
XG	XG	0	1	0	0	0	2
STAMBP	STAMBP	2695	2489	2396	1981	1917	2349
NAGK	NAGK	1755	2080	1728	1665	1663	1773
MCEE	MCEE	145	125	149	161	171	210
PAIP2B	PAIP2B	704	741	605	132	115	123
SNRNP27	SNRNP27	2133	1890	1799	1530	1467.98	1809
MPHOSPH10	MPHOSPH10	1055	956	1038.84	1199	1237	1456
IL17C	IL17C	2	1	2	0	0	0
NDUFB4P12		1	1	1	0	1	0
ATP8A1	ATP8A1	232	172	275	581	574	879
USP22	USP22	6867.18	5604	6030	6948	7415	8071
POF1B	POF1B	0	0	0	0	0	0
HIF3A	HIF3A	17	26	18	4	3	2
ZNF576	ZNF576	217.66	241	216	283.76	248	324
IRGC	IRGC	0	0	0	0	0	0
ZNF45	ZNF45	919	777.01	749	914	1025	1105
LYPD3	LYPD3	2	0	2	42	59	60
PSG8	PSG8	0	0	0	0	2	0
CEACAM8	CEACAM8	0	0	0	0	0	0
NDP	NDP	23	12	39	47	34	35
USP9X	USP9X	5610	4793	5414	3584	4484	6213
CRISP2	CRISP2	0	0	0	0	0	0
F13A1	F13A1	0	3	0	1	0	0
GRM4	GRM4	5	4	10	13	23	15
TRERF1	TRERF1	278	273	255	673	651	700
PACSIN1	PACSIN1	9	12	7	1	6	3
BTN2A2	BTN2A2	974	981	888	1284	1192	1381
MRS2	MRS2	1410	1108	1224	1156	1036	1385
WRNIP1	WRNIP1	1132	948	996	1729	1664	1968
RRP36	RRP36	702	466	644	1083.83	1040.97	1170.66
BTN2A3P	BTN2A3P	175	175	210	274	301	281
BTN1A1	BTN1A1	0	0	2	0	2	1
SNRPC	SNRPC	1483	1299	1399	2118	2076	2419
SLC17A3	SLC17A3	15	20	10	5	6	3
SLC17A1	SLC17A1	2	2	5	0	0	0
SERPINB6	SERPINB6	1961	1924.01	1820	1930	1842	2065
XPO5	XPO5	1891	1449	2104	1871	2004	2521
ABCC10	ABCC10	289	281	324	342	368	404
H1-3	HIST1H1D	11	10	13	14	17	21
PEX6	PEX6	334	334	366	632	597	768
NQO2	NQO2	199	160	159	183	149	187
OARD1	C6orf130	931	823.43	820.83	980	1054.37	1233.97
UNC5CL	UNC5CL	55	47.57	63.17	13	17.63	16.03
AARS2	AARS2	706	672	634	629	683	780.99
H1-1	HIST1H1A	1	2	2	3	5	10
ZNF391	ZNF391	10	9	9	32	34	35
RPS10	RPS10	9296.97	7990.32	7869.28	7770.11	7092.66	8458.01
MOCS1	MOCS1	479.37	464.15	460.6	1303.96	1374.83	1611.03
H2BC11	HIST1H2BJ	22	19	22	22	34	30
MED20	MED20	826	754	704	1091	1156	1224
OR2B6	OR2B6	0	0	0	1	1	0
TBCC	TBCC	500	486	516	715	713	774
SPDEF	SPDEF	6	6	12	4	7	4
TCP11	TCP11	3	4	2	4	2	4
MAD2L1BP	MAD2L1BP	661	597	629	827	844	1028
APOBEC2	APOBEC2	0	0	0	0	2	1
KLHDC3	KLHDC3	2510	2317	2096	2718	2630	3043
GNMT	GNMT	3	3	3	7	2	2
DNAH8	DNAH8	0	0	0	1	1	0
TREM1	TREM1	0	0	0	0	0	0
MEA1	MEA1	2225.79	1937.89	1719.8	2097.99	1893.5	2317.05
KLHL31	KLHL31	46	44	39	14	21	12
COL21A1	COL21A1	28	28	18	49	36	53
CDKN1A	CDKN1A	6363	5587	5839	5163	5222	5706
SOX4	SOX4	3495	2988	3195	2043	2198	2495
GLO1	GLO1	5543	4264	4688.94	5919	5581	6879
CPNE5	CPNE5	7	12	5	1	0	4
KCNK17	KCNK17	0	0	0	0	0	0
RREB1	RREB1	1231	1161	1272	702	863	1033
SSR1	SSR1	5863	4711	5022	5361	5444	6705.07
RIOK1	RIOK1	531	394	454	604	517	725
NRN1	NRN1	0	3	1	1	1	1
SLC35B3	SLC35B3	581	478	552	758	704	1015
RPP40	RPP40	109	97	156	175	201	206
ATXN1	ATXN1	1693	1819	1628	1453	1636	1903
NUP153	NUP153	3413	2905	2922.9	3103	3559	4119.41
DEK	DEK	20130.98	15775.53	17801	25053	25648	31836.88
EEF1E1	EEF1E1	768	554.7	756	1239	1151	1480
CRISP1	CRISP1	0	0	0	0	0	0
RUNX2	RUNX2	2156	1939	2023	1330	1383	1711
OPN5	OPN5	0	0	0	2	0	1
GCM2	GCM2	0	0	1	0	1	0
LRRFIP1	LRRFIP1	5639	4828	5147	5468	6143	6758
RAB17	RAB17	88	102	97	337	359	402
CXCL6	CXCL6	18	15	14	3526	3713	5078
EREG	EREG	423	287	410	163	137	185
TRIM51	SPRYD5	0	0	0	0	0	0
MYRF-AS1		0	1	0	0	1.08	0
MYRF	C11orf9	1469	1330.64	1393	427	528	550
SCGB1D2	SCGB1D2	0	0	0	0	0	0
SCGB2A1	SCGB2A1	0	0	0	0	0	1
AHNAK	AHNAK	24169	20025	23206	16005.85	23438	28015
EMC3	TMEM111	1683.13	1437.09	1363.64	1489.4	1392.27	1699.73
SSUH2	C3orf32	6	9	7	0	3	0
WNT1	WNT1	0	0	0	0	0	0
SH3TC1	SH3TC1	291	348	417	466	428	497
CNOT1	CNOT1	19452.2	17704.59	17590.46	14587.25	16900.36	20155.59
LRRC29	LRRC29	111	90	110.56	116.65	94	130
BBS2	BBS2	3431	3253	3044	2864	2880	3348
MT1G	MT1G	54	18	48	11	18	24
MT2A	MT2A	20002	17133	18373	20915	19395	23062
C16orf70	C16orf70	1303.32	1226.25	1117.41	1256.45	1347.2	1464.81
GOT2	GOT2	4605	3483	4677.39	5166	4829	6027
DOK4	DOK4	2579.36	2483	2402	2457	2435	2686
PIWIL1	PIWIL1	0	0	0	0	0	0
GPR18	GPR18	0	0	1	0	0	1
CLYBL	CLYBL	178	174	150	68	64	96
TMTC4	TMTC4	1281	966	1226	1580	1586	2089
SLC10A2	SLC10A2	0	0	0	0	0	0
ABCC4	ABCC4	1986	1713	2226	2381	2621	3218
EFNB2	EFNB2	994	775.54	899	2957	2977	3397
SOX21	SOX21	0	0	0	0	0	0
TM9SF2	TM9SF2	6491	5724	5654.99	7869	7747	9574
HROB	C17orf53	256	232	206	237	267	269
KIF25	KIF25	0	1	1	2	2	1
IRF1	IRF1	435	327	499	1648	1740	1825
UPF3B	UPF3B	887	740	768	942	933	1137
RNF113A	RNF113A	275.92	225.56	286.55	270.87	252.11	282.03
SEPTIN6	6-Sep	549	561	487	430	490	519
TMEM255A	FAM70A	8	4	9	18	14	17
NDUFA1	NDUFA1	1873.08	1600.44	1589.45	1951.13	1753.89	2165.97
AMELX	AMELX	0	0	0	0	0	0
DMAC2L	ATP5S	273.81	244.56	270	295.88	304.77	356.64
BMP4	BMP4	153	149	160	429	427	515
PTGER2	PTGER2	188	241	213	185	179	171
RPL32P21		0	0	0	0	0	0
FAM193A	FAM193A	833	800	671	718	751	926
GRK4	GRK4	87	91	79	95	90	137
SOX9	SOX9	148	86	135	275	241	311
TEKT3	TEKT3	1	3	0	0	0	2
MYH2	MYH2	0	0	0	0	0	0
HS3ST3B1	HS3ST3B1	86	79	49	2	2	2
SLC25A35	SLC25A35	135.71	118.05	159.38	175.75	221.25	207.81
GGA3	GGA3	1252	1275	1275	1107	1121	1211
ARMC7	ARMC7	206	133	208	348	300	381
NUP85	NUP85	1656	1639	1552	1821	1779	1880
SLC25A19	SLC25A19	257.5	197.78	232.51	282.73	267.63	322.62
MIF4GD	MIF4GD	273	200	234	398	399.17	535.38
NT5C	NT5C	651	622	491	510	410	514
MSTO1	MSTO1	203.86	221.85	225.3	283.71	305.44	282.8
MIR9-1HG	C1orf61	0	0	0	0	2	0
TTF1	TTF1	738	639	565	770	796	983
GTF3C4	GTF3C4	2642.91	2295.59	2248.58	2979.6	3330.47	3961.99
DDX31	DDX31	507.09	452.41	511.42	521.4	535.53	592.01
BARHL1	BARHL1	0	0	0	0	0	0
KIR2DL1	KIR2DL1	0	0	0	0	0	0
PPP1R12C	PPP1R12C	1136	1066	940	829	705	838
MBOAT7	MBOAT7	2827	2601	2714	3466	3478	3961
OPRL1	OPRL1	10	14	13	6	3	4
LINC00029	LINC00029	0	0	0	0	0	0
SLC2A4RG	SLC2A4RG	789	835	728	1070	1083	1112
NPBWR2	NPBWR2	0	0	0	0	0	0
FNDC11	C20orf195	10	5	6	13	9	5
BHLHE23	BHLHE23	0	0	0	0	0	0
PPDPF	PPDPF	2703	2650	1923	2230	1566	2189
IL1B	IL1B	126	92	109	281	262	284
PLGLB2	PLGLB2	0	1.38	4	0.92	0	8.53
CHCHD5	CHCHD5	301	300	259.41	315.35	311	345
PAX8	PAX8	7365.83	7499.05	7130.75	6887	7537.42	7763.9
INSIG2	INSIG2	8501	8195	7902	3084	3352	4354
POLR1B	POLR1B	1015	932	1071	925.6	1018	1207
HTR5BP	HTR5BP	0	0	0	0	0	0
CCDC93	CCDC93	2660	2600	2474	2041	2276	2602
PSD4	PSD4	207	171	176	325	368	382
SLC25A23	SLC25A23	2358	2256	2131	2036	2244	2444
PSPN	PSPN	44	55	38	70	85	83
GTF2F1	GTF2F1	2607	2361	2269	2401	2317	2660
ALKBH7	ALKBH7	209	157	140	226	161	226
CLPP	CLPP	553	487	445	565	501	590
TNFSF9	TNFSF9	310	262	254	269	271	316
GRIA3	GRIA3	25	32	7	2	2	0
THOC2	THOC2	3352.99	3222	3280.76	2581	2944.24	3492
MED1	MED1	3617	3121	3056	2699	3053	3574
RPL23	RPL23	14043	12259	12372	10207	9898.04	11438
ATG4C	ATG4C	560	477	543	629	534	723
CD70	CD70	848	687	843	927	923	1101
C3	C3	468	427	423	6291	7934	9276
SH2D3A	SH2D3A	17	28	34	49	68	70
TRIP10	TRIP10	2468	2403	2502	2304	2213	2543
GPR108	GPR108	1027	985	1020	939	1022	1159
TNFSF14	TNFSF14	1	1	0	1	0	3
FOSB	FOSB	63	36	18	11	7	10
OPA3	OPA3	1470	1212	1296	1189	1233	1468
SNRPD2	SNRPD2	3852	3497	3291	4210	3868	4520
RTN2	RTN2	67	57	68	74	77	93
EML2	EML2	546	445.11	503.85	647.59	672.13	682.42
VASP	VASP	1285	980	1040	1595	1471	1665
SYMPK	SYMPK	2244	2304	2102	2650.99	2630	2956
GPCPD1	GPCPD1	722	574	615	526	658	747
SDCBP2	SDCBP2	38	38	24	23	26	32
PANK2	PANK2	930	750	904	1139	1236	1363
TGM3	TGM3	2	0	0	0	0	0
GNRH2	GNRH2	0	2	0	0	0	0
DEFB126	DEFB126	0	0	0	0	0	0
FOXA2	FOXA2	0	1	0	2	0	0
FAM182A	FAM182A	1	0	3	0	0	0
GZF1	GZF1	824	654	870	812.44	854	1001
PAX1	PAX1	0	0	0	0	0	0
NAPB	NAPB	483	490	507	405	417	407
CST8	CST8	0	0	0	0	0	0
NKX2-4	NKX2-4	0	0	0	0	0	0
CENPB	CENPB	1734	1395	1635	2221	2123	2481
PSMF1	PSMF1	2254	1942	1900	2216	2211	2587
NKX2-2	NKX2-2	0	0	0	0	0	0
DTD1	DTD1	1405	1199	1107	1098	995	1182
RBCK1	RBCK1	2452	2239	2157	2079	1958	2398
TMX4	TMX4	4451.05	3459	4312	7210	7610	8588.31
CST11	CST11	0	0	0	0	0	0
STK35	STK35	1544	1304	1293	1113	1240	1306
SNRPB	SNRPB	4939.53	4177.81	4292.13	6468.86	5834.36	7156.99
NRSN2	NRSN2	1553	1345	1564	1867	1779	2027
RRBP1	RRBP1	3878	3528	3576	4007	4341	5126
BMP2	BMP2	534	321	468	98	104	132
ZNF133	ZNF133	480	433	379	434	419	485
FLRT3	FLRT3	2	1	0	756	766.39	801
OVOL2	OVOL2	0	0	0	2	0	0
PCSK2	PCSK2	0	0	0	0	0	0
GFRA4	GFRA4	0	0	0	0	0	0
MKKS	MKKS	918	808	964	1234	1317	1617
DSTN	DSTN	6590	4996	6020	7792.05	7393	9470
LAMP5	LAMP5	1	1	2	0	0	0
SNRPB2	SNRPB2	1772	1424	1431	1956	1890.05	2301
MGME1	C20orf72	1225	1061	1113	1611	1682	2028
LRRN4	LRRN4	206	216	202	385	454	438
TBC1D20	TBC1D20	3672	3613	3554	2422	2441	2754
ITPA	ITPA	918	721	887	1124	1069	1288
TCF15	TCF15	0	0	0	0	0	0
OTOR	OTOR	0	0	0	0	0	0
MCM8	MCM8	1275	1110	1295	1253	1374	1592
BANF2	BANF2	0	0	0	0	0	0
TMEM74B	TMEM74B	113	172	111	11	6	11
FAM110A	FAM110A	102	98	91	115	85	108
LINC02871	C20orf187	0	0	0	0	0	0
SIRPD	SIRPD	3	0	2	0	1	0
MRPS26	MRPS26	515	386	495	673	583	653
DEFB129	DEFB129	0	0	0	0	0	0
S1PR4	S1PR4	6	4	2	1	2	0
NCLN	NCLN	1131	1006	905	1198	1121	1442
CITED1	CITED1	1	2	2	0	0	3
HNRNPR	HNRNPR	7132	5336	6878	10011	10625	12668
ZNF436	ZNF436	1700	1705	1857	1623	1658	1948
CHURC1-FNTB	CHURC1-FNTB	17.21	28.45	9.33	4.33	7.34	15.68
ARMCX5	ARMCX5	483.48	438.13	438.03	496.32	518.34	589.95
GDF5	GDF5	10	2	9.12	2	2	4.7
MMP24	MMP24	288.5	296.19	217.05	514.3	484.99	551.37
NECAB3	NECAB3	269	295	294	263	268	306
ID1	ID1	27	38	36	39	23	27
RALY	RALY	2561	2277	2309	2765.99	2613	3153
DYNLRB1	DYNLRB1	2988	2531	2585	3125	2994	3620
C20orf173	C20orf173	0	0	0	0	0	0
EIF2S2	EIF2S2	4983	4025.91	4589	4877.98	4706	5855.97
ERGIC3	ERGIC3	4887.38	4577	4360	4938	4641.33	5701
ROMO1	ROMO1	978	893	796	1068	924	1190
BPIFB9P	BPIFB9P	0	0	1	0	1	0
BPIFB1	BPIFB1	1	0	0	0	0	0
CEP250	CEP250	3906	4295	2902	1967	2377	2486
PLAGL2	PLAGL2	545	520	495	789	893	993
MMP24OS	MT1P3	1055.57	1013.5	952.22	1015.34	979.04	1102.32
GRPR	GRPR	0	0	3	0	1	0
KDM5C	KDM5C	6954	6852	6062	4845	5409	5967
AMOT	AMOT	648	532	548	540	590	792
TMEM115	TMEM115	676.91	500.27	611	798.67	733.56	878.73
PSMB2	PSMB2	3242	2723	2964	3744	3773	4672
AGO3	EIF2C3	888	839	781	614	747	893
UROD	UROD	2044	1710	1875	1955	1881	2284
ST3GAL3	ST3GAL3	607	628	579	613	586	658
TMEM53	TMEM53	234.74	193.26	225.53	321.29	325.65	358.38
HECTD3	HECTD3	965	878	958	1018	1056	1113
KLC1	KLC1	1782.54	1643.98	1704.24	1871.16	1744.11	1981.96
XRCC3	XRCC3	504.95	573.79	526.38	739.41	656.43	925.58
TUBGCP3	TUBGCP3	1718	1529	1414	1368	1454	1754
MCF2L	MCF2L	175	180	119	155	187	165
F10	F10	1	0	0	3	2	0
PCID2	PCID2	1109.91	1040.21	1031	1154	1084.74	1250.84
PROZ	PROZ	0	0	2	0	0	0
SLURP1	SLURP1	0	0	0	0	0	0
LRFN3	LRFN3	174	171	169	237	246	276
IGFLR1	IGFLR1	57.89	52.03	46.98	39.98	51.15	52.81
PDCD2L	PDCD2L	114.72	72	95.69	140	118.65	172.4
GPR42	GPR42	0	0	0	0	0	0
RBM42	RBM42	1047	897	824	1307	1021	1384
KIRREL2	KIRREL2	0	0	0	0	0	0
UBA2	UBA2	7162	5674	6332	6317	6330	7530
FFAR2	FFAR2	0	0	0	0	0	0
HCST	HCST	0	0	0	0	0	2
FFAR1	FFAR1	0	0	0	0	0	0
COX6B1	COX6B1	3295	2927	2781	3297	3197	3663
KRT36	KRT36	0	0	0	2	0	0
THRA	THRA	924.97	763.67	801.65	1184.4	1217.54	1303.02
CCR7	CCR7	5	4	7	1	0	1
NR1D1	NR1D1	530.03	551.33	421.35	188.6	193.46	204.98
FRMD8	FRMD8	555	460	593	821.95	786	966
PRDX5	PRDX5	3980	3455	3457	5078	4802	5556
BCL2L12	BCL2L12	429.1	394.73	383.41	573.83	486.79	553.31
IRF3	IRF3	1225.9	1249.27	1403.59	1518.17	1476.21	1611.69
PRMT1	PRMT1	3085.72	2608.56	2846.68	3475.14	3276.91	3599.86
RRAS	RRAS	714	694	596	1109	943	1107
PRRG2	PRRG2	19	5	10	22	18	12
SCAF1	SCAF1	1182	1124	1072	1351	1234	1534
PRR12	PRR12	705	641	637	629	709	866
TSKS	TSKS	0	0	0	0	0	0
FLRT1	FLRT1	18	24	24	23	7	17.67
ASL	ASL	587.87	568.81	509	507.72	439.07	563
SBDS	SBDS	3944.99	2965.99	3371.97	3278.97	2923.95	3857.99
CSN1S1	CSN1S1	0	0	0	0	0	0
STATH	STATH	0	0	0	0	0	0
HTN1	HTN1	0	0	0	0	0	0
STAT5A	STAT5A	413	383	361	314	358	399
WNK4	WNK4	547.06	606.98	550.33	106	111.1	115.02
BECN1	BECN1	2546.86	2144.61	2375.22	2084.49	2065.25	2481.45
PRKCG	PRKCG	3	4	3	1	6	6
TRAP1	TRAP1	1559.5	1363.99	1469.17	1470.47	1454.07	1720.16
GLIS2	GLIS2	1833.29	1765.45	1456.52	1564.79	1686.32	1705.95
NSRP1	NSRP1	1558	1548	1533	1335	1301	1601
DNAJC8	DNAJC8	6098	5130	5160	6189	5661	7221
AHDC1	AHDC1	867	787	692	876	888	943
IFI6	IFI6	654	566	544	18941	16713	23419
DACH2	DACH2	0	0	0	0	0	0
ZNF384	ZNF384	1728	1823	1553	1630	1447.54	1801
EMG1	EMG1	807.85	755.02	676.39	750.84	682.77	868.41
SSX1	SSX1	3	1	6	3	9	8
UXT	UXT	862.29	753.09	752.58	726.82	697.85	844.82
CFP	CFP	5	4	5	5	8	14
ELK1	ELK1	1919	1849	1634	1531	1532	1702
TIMM17B	TIMM17B	601	481	519	752	682	780
PCNX4	C14orf135	4398	3740	3449	2641	2795	3296
ATG14	ATG14	1922	2151	1435.91	1021	1022	1156
KTN1	KTN1	11229	9590	9930	10776	11372	13734
SIX1	SIX1	295	226	280	432	394	516
RHOJ	RHOJ	133	125	133	72	88	94
DLGAP5	DLGAP5	2168	1792	1881	2936	2994	3586
L3HYPDH	C14orf149	424	394	475.21	199	176	188
HSPA2	HSPA2	661	449	561	1275	1209	1453
ZBTB1	ZBTB1	3247.6	2637.83	2849.91	2504.7	2635.83	3101.91
TRMT5	TRMT5	830.47	608.56	711.25	946.72	942.98	1093.74
SGPP1	SGPP1	1059	695	931	1147	1110	1389.01
PLEKHG3	PLEKHG3	1401.89	1548	1200.07	898.34	941.57	1026.93
PZP	PZP	0	0	0	0	0	0
PRDM7	PRDM7	0	0	0	0	0	0
RHOT1	RHOT1	2922.93	2612.78	2513.96	2743.62	2753.8	3304.53
EVI2A	EVI2A	490	432.63	446.68	54.53	62	74
OMG	OMG	2	4	8	0	3	4
DYNC2I1	WDR60	813	790	750	956	1120	1082
AIF1L	AIF1L	1543	1615	1313	448	424	514
FAM78A	FAM78A	51	36	51	48	36	62
NUP214	NUP214	1228	1220	1109	1333	1503	1697.96
CTAG2	CTAG2	0	0	0	0	0	0
AVPR2	AVPR2	0	1	0	4	7	8
SLC10A3	SLC10A3	400	293	325	505	530	515
MAP2K2	MAP2K2	1426	1246	1279	1685	1484	1830
HNRNPH2	HNRNPH2	4291.05	3666.33	3929.92	4893	5036	6048.47
ARMCX1	ARMCX1	749	658	597	886	876	1074
TMEM35A	TMEM35	50	56	38	1	3	1
NXF5	NXF5	0	0	0	0	0	0
TIMM8A	TIMM8A	330	303	265	316	296	297
ZC4H2	ZC4H2	932	915	717	666	726	842
CANX	CANX	33085	28638	26581	24112	24629	28912.76
INTS11	CPSF3L	1700.96	1852	1558	1599	1533	1688
RGS13	RGS13	0	0	0	0	0	0
IPPK	IPPK	490.59	407.34	433.22	452.51	497.82	532.99
ZNF484	ZNF484	351	337	346	374	373	460
OMD	OMD	3	3	0	72	65	101
FGD3	FGD3	1	0	0	0	0	0
HIVEP3	HIVEP3	53	56	55	281	332	406
PPCS	PPCS	1253	926	1102	1052	1037.34	1257
EDN2	EDN2	118	116	140	66	56	73
BCL11B	BCL11B	14	9	8	4	1	1
COX7C	COX7C	4363	4084	3843	4138	4057	4642
TRAF2	TRAF2	521	431	467	755	811	979
ABHD8	ABHD8	391	341.4	355	427.06	440.79	455
MASP1	MASP1	5	8	4	0	2	1
ATP13A4	ATP13A4	1	0	0	1	2	3
PLAAT1	HRASLS	5	5	7	1	3	2
HELB	HELB	54	64	52	53	43	72
RAP1B	RAP1B	3495.95	2657	2967.98	3215.98	2937.94	3630.97
IL22	IL22	0	0	0	0	0	0
TSPAN8	TSPAN8	9	5	2	7	8	9
BEST3	BEST3	8	13	14	1	1	4
RAB3IP	RAB3IP	933	771	944	1003	1143	1316
PTPRB	PTPRB	3435	3024	3019.98	6076	6890	7342
DYRK2	DYRK2	918	651	751	1361	1616	1753
YEATS4	YEATS4	1006	769	812	925	834	1043
TAS2R3	TAS2R3	1	0	0	0	1	2
TAS2R4	TAS2R4	2	1	3	0	3	1
TAS2R5	TAS2R5	4	5	0	4	4	4
CRYGN	CRYGN	0	0	0	2	2	0
LRRC61	LRRC61	797	550	734	310	301	357
TRPV5	TRPV5	0	0	0	0	0	0
IDUA	IDUA	69.07	95.65	60.48	131	113.61	104.68
FGFRL1	FGFRL1	1480	1333	1287	558	554	605
TMEM175	TMEM175	369	322	333	390	313	333
AUNIP	C1orf135	155.41	90.66	102.81	240.04	203	281.48
PIN1	PIN1	1481	1321	1245	1425	1160	1653
FBXL12	FBXL12	436	389	354	513	562	588
EMC1	KIAA0090	3891.32	3557.39	3429.72	2488.43	2757.9	3230.31
PLA2G5	PLA2G5	11	16	21	3	8	9
UBR4	UBR4	5206.8	5237.88	5529.81	2733.75	4095.92	5007.75
HP1BP3	HP1BP3	9847	9475.21	9414	9390	9800	11065
ADGRE2	EMR2	0	0	0	0	0	0
SIN3B	SIN3B	1414	1640	1352	1021	1067	1086
OR7A10	OR7A10	0	0	0	0	0	0
SLC35E1	SLC35E1	4633.94	4436.88	3897.62	2014.57	2219	2360
EPS15L1	EPS15L1	921	965	834.99	898	953	1093
KLF2	KLF2	17	22	31	46	32	32
OR7C2	OR7C2	0	0	0	0	0	0
OR7C1	OR7C1	0	0	0	0	0	0
F2RL3	F2RL3	6	2	2	0	2	0
UQCR11	UQCR11	1247.03	1034.79	1107.56	1446.34	1207.11	1557.92
GFER	GFER	476	330.83	392.41	614.62	556.08	728
SYNGR3	SYNGR3	0	6	5	43	55	42
PKMYT1	PKMYT1	564.99	459.89	472.62	691.56	603.81	713.54
WFIKKN1	WFIKKN1	60	72	44	6	5	13
WDR24	WDR24	406.37	385.2	378.14	364.23	329.63	428.1
FBXL16	FBXL16	142	156	106	99	76	100
CHTF18	CHTF18	906	1087	922	906	902	858
GNG13	GNG13	0	0	0	0	1	0
TUBBP1	TUBBP1	60	42	44	63	60	78
MACF1	MACF1	6005	4788	5980	4348	5999	8227
SMARCA4	SMARCA4	2950	2755.97	3007	2960	3021	3727
KDM4B	KDM4B	2971	2834	2429	2208	2119	2483
TICAM1	TICAM1	355	311	257	275	292	282
METTL25	C12orf26	121.42	67.91	77.66	120.74	116.11	142.19
IL17B	IL17B	0	0	0	0	0	0
EMC6	TMEM93	300.8	237.16	219.06	316.03	234.41	301.48
OR1E2	OR1E2	0	0	0	0	0	0
METTL16	METTL16	1564	1440.4	1380	1539	1606.8	1966.69
TUBA4A	TUBA4A	1840.89	1750.16	1544.31	1663.2	1590.16	1870.12
VIL1	VIL1	0	1.99	0	4.52	2	2.04
AAMP	AAMP	2234	2100	2142	2379	2401	2650
PNKD	PNKD	1074.86	986	1149	1165	1153	1270
TNFRSF19	TNFRSF19	23	25	10	28	22	18
RNF6	RNF6	1842	1428	1699	1653	1848	2098
ECHS1	ECHS1	2304	1979	2151	2252	2071	2576
ZNF835	ZNF835	0	0	0	0	0	0
AKAP9	AKAP9	2148	2118	1728	1464	1874	2603
GNG11	GNG11	2783	2281	2642	2714	2342	2990
SEM1	SHFM1	1933	1717	1711.5	2162	2166	2628
GNGT1	GNGT1	1	0	0	0	0	0
HIP1	HIP1	1592	1505	1574	2275	2682	3356
PTPN12	PTPN12	4870	4107	4246	4323	4519	5291
POR	POR	773	632	713	852	780	1002
FGL2	FGL2	4	1	7	37	38	44
STYXL1	STYXL1	498	407	467	517	451	597
STEAP4	STEAP4	81	61	97	1	4	1
GNAI1	GNAI1	2110	1796	1631	4073	4111	5200
PMS2P3	PMS2P3	86	98.94	79	67	61	71
PEX1	PEX1	1035.86	866.74	1050.87	994.89	988.62	1166.82
MTERF1	MTERF	543	429	444	540	568	603
SGCE	SGCE	2611	2283	2332	2971	2864	3461
RBM48	RBM48	692	662	590	552	487	593
CASD1	CASD1	1226	1057	902	1090	1166	1465
ZNF780B	ZNF780B	458	525	642	639	817	962
LRFN1	LRFN1	10	0	8	0	0	0
ZFP36	ZFP36	180	191	140	207	199	243
SRD5A3	SRD5A3	186	138	116	166	181	206
SPINK2	SPINK2	202	190	128	4	3	1
RASL11B	RASL11B	3	2	4	68	82	89
PAICS	PAICS	12386	11274	10273	9083	9222	10704
KDR	KDR	0	1	1	0	1	0
PPAT	PPAT	1586	1206	1540	1080.99	1070	1335
TUBGCP6	TUBGCP6	1278	1445	1296	1201	1286	1220
ADM2	ADM2	20	14	21	33	37	42
DGCR6L	DGCR6L	661	534	578	728	626	810
DGCR8	DGCR8	888.18	936	1047	1423	1500	1552.81
ASPHD2	ASPHD2	92.52	56	91.32	344.36	334.83	411
VPREB3	VPREB3	1	0	0	0	1	0
SDF2L1	SDF2L1	139	101	89	278	188	325
GAL3ST1	GAL3ST1	407	370	302	157	162	176
YWHAH	YWHAH	3362	2510	3106	3707	3497	4145
RFPL1	RFPL1	0	0	0	0	0	0
RFPL2	RFPL2	1	1	0	1	0	0
C22orf24	C22orf24	3	1	5	3	4	7
POM121L9P	POM121L9P	0	1	0	1	0	1
GNAZ	GNAZ	7	7	2	17.35	14	27.56
MGAT3	MGAT3	79	83	62	843	850	867
ADORA2A	ADORA2A	40	31.79	26	2.79	16.36	25
ATF4	ATF4	7972	7187	6048	7352	7110	8518
