NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
RP1-179N16.6	ENSG00000246982.2	35	16	3	22	11	16
BRPF3	ENSG00000096070.15	250	380	298	610	83	76
PNPLA1	ENSG00000180316.7	2	5	13	0	0	4
ETV7	ENSG00000010030.9	15	1	1	1	0	4
RP1-50J22.4	ENSG00000224666.2	0	0	1	0	0	0
PXT1	ENSG00000179165.9	2	5	3	0	0	5
KCTD20	ENSG00000112078.9	5877	10357	8419	12611	4419	7367
RN7SL502P	ENSG00000240733.2	0	0	1	0	0	1
STK38	ENSG00000112079.8	5049	5553	4045	5307	2390	3695
Z85986.1	ENSG00000264878.1	3	8	7	6	1	2
RN7SL748P	ENSG00000239964.2	4	0	0	0	0	0
SRSF3	ENSG00000112081.12	46576	34800	33734	46347	28535	22415
LAP3P2	ENSG00000213500.3	18	6	11	12	20	21
CDKN1A	ENSG00000124762.9	1733	1590	1027	1259	203	1008
RAB44	ENSG00000255587.3	122	237	56	157	13	65
RP3-431A14.4	ENSG00000220349.4	3	0	0	0	0	0
CPNE5	ENSG00000124772.7	79	78	36	44	28	41
PPIL1	ENSG00000137168.7	3232	3201	3617	4818	2100	1710
C6orf89	ENSG00000198663.12	1830	2506	2490	2982	1300	2238
PI16	ENSG00000164530.9	2	0	0	0	0	0
MTCH1	ENSG00000137409.14	6549	6156	4324	4943	1446	3726
FGD2	ENSG00000146192.10	10	12	13	22	8	5
COX6A1P2	ENSG00000226976.1	261	275	335	233	684	446
RPL12P2	ENSG00000216412.3	5	1	1	8	2	2
PIM1	ENSG00000137193.9	28918	30799	12871	17191	2445	11191
SNORD112	ENSG00000252687.1	1	0	0	1	0	0
TMEM217	ENSG00000172738.7	87	59	94	127	143	115
snoU13	ENSG00000238375.1	0	0	1	0	0	0
TBC1D22B	ENSG00000065491.8	384	505	357	563	103	292
RNF8	ENSG00000112130.12	3169	3153	3808	3101	5357	3872
RN7SL273P	ENSG00000239953.2	0	0	2	2	0	0
CMTR1	ENSG00000137200.8	1904	2791	1570	2649	220	864
CCDC167	ENSG00000198937.8	3216	3137	2630	2008	4441	3237
MDGA1	ENSG00000112139.10	20	65	10	35	18	13
RP3-441A12.1	ENSG00000225945.1	5	4	5	14	17	11
ZFAND3	ENSG00000156639.7	756	673	259	556	205	244
RN7SL285P	ENSG00000243313.2	2	5	6	2	1	3
RNU1-87P	ENSG00000200597.1	3	4	4	5	3	6
RP11-420A21.1	ENSG00000218521.1	2	0	0	0	0	2
BTBD9	ENSG00000183826.12	258	239	266	329	187	185
BTBD9-AS1	ENSG00000226533.1	1	1	2	4	3	2
Y_RNA	ENSG00000199938.1	0	0	1	0	0	0
RP1-319M7.2	ENSG00000217227.1	0	1	6	4	3	3
GLO1	ENSG00000124767.6	27478	27292	34126	32043	63026	43373
DNAH8	ENSG00000124721.13	1	3	8	2	35	44
GLP1R	ENSG00000112164.5	0	0	0	0	1	0
SAYSD1	ENSG00000112167.5	829	836	995	985	1323	1197
ANKRD18EP	ENSG00000217165.1	134	88	154	265	146	147
KCNK5	ENSG00000164626.8	1300	2148	887	2152	253	339
KCNK17	ENSG00000124780.9	1587	1751	1008	1042	896	1174
KCNK16	ENSG00000095981.6	0	1	2	0	0	0
KIF6	ENSG00000164627.13	73	85	116	91	69	56
RP1-137F1.3	ENSG00000218986.1	0	0	0	0	4	0
MOCS1	ENSG00000124615.13	102	127	82	101	17	31
RP1-278E11.3	ENSG00000180211.5	17	31	10	15	10	19
TUBBP9	ENSG00000220586.1	0	0	0	3	0	0
TDRG1	ENSG00000204091.3	0	0	0	0	2	0
RP11-552E20.4	ENSG00000226070.1	0	0	0	0	5	0
LRFN2	ENSG00000156564.8	1	0	0	0	0	0
UNC5CL	ENSG00000124602.5	27	33	22	52	22	46
OARD1	ENSG00000124596.12	2899	2876	2743	3121	4570	3762
TSPO2	ENSG00000112212.7	0	1	2	0	0	2
APOBEC2	ENSG00000124701.5	46	40	53	46	129	109
NFYA	ENSG00000001167.10	1828	2408	2553	3183	2676	1955
ADCY10P1	ENSG00000161912.13	73	104	110	146	93	107
TREML1	ENSG00000161911.7	3	24	11	24	11	48
TREM2	ENSG00000095970.12	0	0	1	3	0	0
TREML2	ENSG00000112195.8	2120	2693	1516	2470	356	972
TREML3P	ENSG00000184106.4	6	15	8	10	2	8
TREML4	ENSG00000188056.7	50	61	21	34	23	45
RNA5SP207	ENSG00000212176.1	0	2	0	0	2	2
TREML5P	ENSG00000225690.1	1	3	4	2	2	1
TREM1	ENSG00000124731.8	0	2	2	6	15	11
NCR2	ENSG00000096264.9	6	4	2	2	8	4
RP11-328M4.2	ENSG00000234753.1	121	95	97	117	249	182
FOXP4	ENSG00000137166.10	320	444	87	315	22	19
MDFI	ENSG00000112559.9	90	60	20	27	4	31
NPM1P51	ENSG00000230913.1	0	0	0	2	0	1
TFEB	ENSG00000112561.13	91	80	44	102	7	29
RP11-298J23.5	ENSG00000231102.1	2	2	2	1	0	0
PGC	ENSG00000096088.12	0	3	2	1	12	10
RP11-298J23.8	ENSG00000269387.1	1	0	0	0	2	0
FRS3	ENSG00000137218.6	103	194	60	119	14	66
PRICKLE4	ENSG00000124593.10	136	155	84	133	24	129
USP49	ENSG00000164663.9	231	251	255	351	218	312
RP5-973N23.4	ENSG00000227516.1	0	0	2	0	1	1
MED20	ENSG00000124641.10	5680	4917	3512	3907	5816	4547
BYSL	ENSG00000112578.5	1431	2024	2170	2706	509	903
CCND3	ENSG00000112576.8	16770	16628	9375	13028	1544	6537
RP11-533O20.2	ENSG00000223946.1	2	0	0	4	0	2
TAF8	ENSG00000137413.11	1167	1233	1414	1305	667	1065
RP11-7K24.3	ENSG00000261068.1	0	0	0	1	0	1
C6orf132	ENSG00000188112.4	22	14	5	14	6	10
GUCA1A	ENSG00000048545.9	6	3	3	3	22	36
GUCA1B	ENSG00000112599.8	4	10	4	4	0	4
MRPS10	ENSG00000048544.5	11345	7576	10356	9139	15544	8829
TRERF1	ENSG00000124496.8	382	556	286	475	358	508
U3	ENSG00000221252.1	3	2	1	5	1	1
UBR2	ENSG00000024048.6	2109	2342	2551	3385	4492	3843
RNU6-890P	ENSG00000206848.1	0	3	1	0	1	0
PRPH2	ENSG00000112619.6	20	23	7	15	15	17
ATP6V0CP3	ENSG00000213435.3	0	0	0	1	0	0
TBCC	ENSG00000124659.5	3131	2807	3080	2381	4380	4119
GLTSCR1L	ENSG00000112624.8	311	719	398	679	334	407
RPL7L1	ENSG00000146223.10	5170	7080	11903	9718	11085	10426
C6orf226	ENSG00000221821.2	117	169	155	142	92	90
PTCRA	ENSG00000171611.5	4	2	1	0	3	5
CNPY3	ENSG00000137161.12	4926	5064	4454	4715	3042	4724
RP3-475N16.1	ENSG00000231113.2	21	28	33	58	12	9
RPL24P4	ENSG00000181524.6	35	43	34	39	52	37
GNMT	ENSG00000124713.5	21	20	18	8	15	5
PEX6	ENSG00000124587.9	356	421	320	597	79	147
PPP2R5D	ENSG00000112640.10	2417	2515	2396	2567	295	1592
MEA1	ENSG00000124733.3	5509	4692	4138	3935	6026	5412
KLHDC3	ENSG00000124702.13	11253	11731	7011	10439	1280	4548
RRP36	ENSG00000124541.6	3934	3637	3631	3832	2169	1593
RP1-20C7.6	ENSG00000272223.1	1	0	2	0	2	0
RN7SL403P	ENSG00000240625.2	1	0	0	0	0	0
CUL7	ENSG00000044090.4	430	705	258	959	74	173
KLC4	ENSG00000137171.10	119	263	54	230	53	97
MRPL2	ENSG00000112651.7	2787	3032	3382	2715	3747	3938
RP11-387M24.5	ENSG00000272170.1	0	2	0	4	3	2
PTK7	ENSG00000112655.11	1323	1651	556	1642	140	299
SRF	ENSG00000112658.6	786	760	430	866	201	189
CUL9	ENSG00000112659.9	284	590	229	730	45	158
DNPH1	ENSG00000112667.8	5603	4817	4628	3715	6408	5825
CRIP3	ENSG00000146215.9	22	17	8	10	12	21
ZNF318	ENSG00000171467.11	524	697	506	610	544	651
RP11-480N24.3	ENSG00000219222.1	4	0	0	0	1	1
RP11-480N24.4	ENSG00000220614.1	6	0	0	0	0	0
RPS2P28	ENSG00000179157.4	1	0	0	1	0	0
ABCC10	ENSG00000124574.10	379	542	222	757	23	44
DLK2	ENSG00000171462.10	11	6	8	6	6	8
TJAP1	ENSG00000137221.10	954	926	461	826	150	322
LRRC73	ENSG00000204052.4	2	0	0	2	0	1
POLR1C	ENSG00000171453.13	3562	3467	4428	3440	5001	4145
YIPF3	ENSG00000137207.7	3328	3340	1807	3141	819	1480
RP3-337H4.9	ENSG00000271754.1	6	2	6	12	2	4
XPO5	ENSG00000124571.13	4097	6189	5208	8488	2505	2995
RP3-337H4.6	ENSG00000219470.1	225	279	161	186	143	199
SCARNA15	ENSG00000252218.1	2	1	2	0	0	1
RP3-337H4.10	ENSG00000271970.1	2	1	1	6	3	4
POLH	ENSG00000170734.7	381	593	816	997	331	625
RP3-337H4.8	ENSG00000203362.2	0	5	4	7	2	0
GTPBP2	ENSG00000172432.14	946	1172	658	979	418	855
MAD2L1BP	ENSG00000124688.9	3564	3472	3813	2967	6967	5587
RSPH9	ENSG00000172426.11	47	41	30	44	31	55
MRPS18A	ENSG00000096080.7	2062	1775	1858	1249	1823	2002
VEGFA	ENSG00000112715.16	6116	6312	1576	2813	821	1776
RP5-1120P11.1	ENSG00000237686.2	2061	1792	523	854	1622	1169
C6orf223	ENSG00000181577.11	3861	4906	1039	2462	305	788
AL109615.1	ENSG00000265518.1	1	1	1	0	0	0
RP5-1120P11.3	ENSG00000231881.1	4	1	0	1	0	4
RP5-1120P11.4	ENSG00000183239.5	12	29	17	16	20	22
MRPL14	ENSG00000180992.5	10601	8597	8129	6611	14829	9149
TMEM63B	ENSG00000137216.14	266	377	78	177	7	33
CAPN11	ENSG00000137225.8	159	209	214	204	136	315
RP1-302G2.5	ENSG00000262179.2	0	0	0	1	0	1
SLC29A1	ENSG00000112759.12	10277	10319	11862	10162	4270	8333
HSP90AB1	ENSG00000096384.15	76996	82461	92893	106573	83015	63933
SLC35B2	ENSG00000157593.12	2258	2652	2161	2971	256	1346
NFKBIE	ENSG00000146232.10	1361	1505	1196	1388	161	620
RP11-444E17.6	ENSG00000272442.2	4	0	1	3	0	2
TCTE1	ENSG00000146221.8	0	0	0	1	0	0
AARS2	ENSG00000124608.4	599	1026	537	1439	136	286
CDC5L	ENSG00000096401.7	7113	8045	10775	9439	14476	12594
AL133262.1	ENSG00000267849.1	0	0	0	0	2	0
MIR4642	ENSG00000266619.1	0	1	1	0	0	0
RP3-449H6.1	ENSG00000237530.1	0	0	1	0	0	0
SUPT3H	ENSG00000196284.9	217	290	320	415	362	323
NUDT19P4	ENSG00000270900.1	0	1	1	2	0	0
RP11-491H9.3	ENSG00000219384.1	9	17	3	12	10	21
RUNX2	ENSG00000124813.16	277	317	440	735	186	281
RP1-244F24.1	ENSG00000271857.1	2	3	7	15	6	3
CLIC5	ENSG00000112782.11	3	1	0	5	0	6
RP1-8B1.4	ENSG00000231769.2	34	32	40	64	64	60
ENPP4	ENSG00000001561.6	1250	1428	1292	1989	2185	1768
ENPP5	ENSG00000112796.5	371	316	229	254	1063	810
ACTG1P9	ENSG00000229349.2	16	28	20	26	20	28
CYP39A1	ENSG00000146233.3	4	6	0	1	6	12
SLC25A27	ENSG00000153291.11	86	71	72	88	180	195
TDRD6	ENSG00000180113.11	3	3	0	1	16	0
PLA2G7	ENSG00000146070.12	2	0	9	15	1	0
MEP1A	ENSG00000112818.5	1	0	0	0	0	0
RP3-365O12.2	ENSG00000225730.1	0	0	0	0	0	2
GPR110	ENSG00000153292.11	0	2	4	8	0	0
TNFRSF21	ENSG00000146072.6	796	973	927	1320	204	326
RP11-385F7.1	ENSG00000270761.1	12	16	15	11	11	27
CD2AP	ENSG00000198087.7	1812	2022	2654	3157	7118	4483
GPR111	ENSG00000164393.4	0	0	0	0	1	0
PTCHD4	ENSG00000244694.3	0	0	0	0	1	5
HNRNPA3P4	ENSG00000226068.1	14	11	13	9	10	9
RBMXP1	ENSG00000216835.3	22	24	16	15	19	22
RP4-724P12.1	ENSG00000218337.1	0	0	0	0	0	1
MUT	ENSG00000146085.7	4679	4725	4599	4934	8401	6074
CENPQ	ENSG00000031691.6	1805	1301	1423	1849	2488	1988
GLYATL3	ENSG00000203972.5	0	2	0	0	0	0
C6orf141	ENSG00000197261.7	33	50	91	55	67	75
CYP2AC1P	ENSG00000216998.1	2	0	0	1	0	0
RHAG	ENSG00000112077.11	4285	3444	5486	4606	4931	4791
CRISP2	ENSG00000124490.9	40	9	21	33	6	4
CRISP3	ENSG00000096006.7	22	20	48	38	35	8
PGK2	ENSG00000170950.3	4	6	5	4	6	11
RP3-417L20.4	ENSG00000235122.3	1	2	0	0	0	0
CRISP1	ENSG00000124812.10	0	0	2	0	1	1
DEFB133	ENSG00000214643.2	0	0	0	1	0	0
FTH1P5	ENSG00000230204.1	73	93	89	56	38	74
RP3-437C15.1	ENSG00000232702.2	25	38	44	27	48	30
PKHD1	ENSG00000170927.10	1	0	0	0	0	0
MIR206	ENSG00000207604.1	1	0	0	0	0	0
MIR133BHG	ENSG00000225613.2	1	0	0	0	0	0
IL17A	ENSG00000112115.5	0	0	0	1	0	0
MCM3	ENSG00000112118.13	44481	43792	39672	40769	30215	37815
PAQR8	ENSG00000170915.8	3765	3793	3259	4160	1643	3244
EFHC1	ENSG00000096093.10	786	1025	737	1083	1387	1427
TRAM2	ENSG00000065308.4	733	1361	1508	1954	385	721
TRAM2-AS1	ENSG00000225791.2	379	331	349	340	542	442
RP1-152L7.9	ENSG00000270382.1	2	0	0	0	0	0
RP1-152L7.5	ENSG00000216775.2	705	707	747	714	1067	1180
TMEM14A	ENSG00000096092.5	2589	2158	1877	1691	4824	3355
RP1-152L7.3	ENSG00000220377.1	1	0	1	0	0	0
RP1-152L7.8	ENSG00000271227.1	0	0	0	0	0	1
GSTA2	ENSG00000244067.1	3	0	0	0	0	0
GSTA4	ENSG00000170899.6	569	512	462	520	537	512
Y_RNA	ENSG00000252106.1	0	0	0	0	1	2
RN7SK	ENSG00000202198.1	100	65	38	41	256	142
ICK	ENSG00000112144.11	150	196	302	474	153	252
FBXO9	ENSG00000112146.12	7296	6970	6528	7753	4703	5360
RP11-506E9.3	ENSG00000261745.1	0	0	0	0	0	1
GCM1	ENSG00000137270.10	0	2	1	0	3	0
U3	ENSG00000251930.1	0	0	1	0	0	0
RP1-34L19.1	ENSG00000218713.1	0	1	0	0	0	0
HMGB1P20	ENSG00000219163.2	0	0	0	0	0	1
ELOVL5	ENSG00000012660.9	13930	12889	11823	18385	9573	9939
MIR5685	ENSG00000264056.1	0	2	0	0	0	2
RPS16P5	ENSG00000217527.1	0	2	4	4	4	2
RP3-483K16.4	ENSG00000271367.1	12	3	5	4	2	8
RP11-96J19.1	ENSG00000218261.1	3	10	9	15	7	11
GCLC	ENSG00000001084.6	1472	1902	3503	3102	2385	2383
RP1-27K12.4	ENSG00000249379.1	2	2	0	0	0	2
KLHL31	ENSG00000124743.5	61	64	48	68	324	222
RP11-79N23.1	ENSG00000227885.1	13	8	15	19	33	30
RP13-476E20.1	ENSG00000228614.1	12	18	35	16	21	40
LRRC1	ENSG00000137269.10	313	313	330	459	398	343
RP3-523E19.2	ENSG00000271218.1	2	0	0	1	1	0
MLIP	ENSG00000146147.10	1	1	0	0	0	0
RP11-411K7.1	ENSG00000236740.2	0	0	4	0	25	7
MLIP-IT1	ENSG00000236996.1	0	0	0	1	0	0
RP11-124I4.2	ENSG00000228231.2	1	0	0	0	0	0
CLNS1AP1	ENSG00000213335.4	1	0	4	1	3	0
KRASP1	ENSG00000220635.2	2	0	2	0	0	1
FAM83B	ENSG00000168143.8	2	7	5	1	0	0
RP3-523K23.2	ENSG00000261116.1	0	2	1	3	0	0
COL21A1	ENSG00000124749.12	0	0	0	0	5	0
RP11-323I14__A.1	ENSG00000219095.1	0	4	1	1	0	0
RP3-445N2.1	ENSG00000227602.1	0	0	1	0	0	1
RCC2P7	ENSG00000220666.2	0	1	0	0	0	0
DST	ENSG00000151914.13	759	758	905	992	1694	1196
RP11-472M19.2	ENSG00000231441.1	2	4	1	0	0	0
RPL17P26	ENSG00000216854.2	3	3	11	5	6	4
BEND6	ENSG00000151917.13	77	72	159	132	111	82
OSTCP6	ENSG00000219790.3	40	24	32	34	65	41
FTH1P15	ENSG00000218980.2	3	10	6	6	1	6
KIAA1586	ENSG00000168116.9	5084	3298	3968	3755	10150	6365
ZNF451	ENSG00000112200.12	4956	4138	4322	5083	9898	7422
RP11-203B9.4	ENSG00000226803.3	33	27	34	34	45	35
BAG2	ENSG00000112208.10	2743	1979	2481	2977	2308	1737
RAB23	ENSG00000112210.7	228	221	291	403	271	164
PRIM2	ENSG00000146143.13	1202	1487	1233	2287	860	1043
MIR548U	ENSG00000212017.2	0	0	1	0	0	0
RP1-71H19.2	ENSG00000266579.1	1	4	3	1	1	0
RBBP4P3	ENSG00000215307.3	6	9	14	11	11	11
XXbac-BPGBPG55C20.1	ENSG00000272541.1	0	0	0	4	0	6
XXbac-BPGBPG55C20.3	ENSG00000271761.1	1	0	0	1	0	2
XXbac-BPGBPG55C20.2	ENSG00000272316.1	56	64	96	80	74	59
GUSBP4	ENSG00000239650.3	17	17	17	17	7	27
POM121L14P	ENSG00000218189.4	1	6	8	4	0	4
LINC00680	ENSG00000215190.4	540	566	501	497	348	498
XXbac-BPG55C20.7	ENSG00000225096.1	1	1	1	2	7	1
RBBP4P4	ENSG00000214561.3	13	27	23	35	23	39
MTRNR2L9	ENSG00000255633.3	0	1	4	0	1	4
RP1-240B8.3	ENSG00000250686.2	10	5	3	1	11	11
KHDRBS2	ENSG00000112232.8	124	116	121	130	150	117
FKBP1C	ENSG00000198225.4	219	208	123	130	198	118
LGSN	ENSG00000146166.12	0	5	0	0	5	3
RP3-407E4.2	ENSG00000218617.1	0	0	0	0	0	1
RP3-407E4.4	ENSG00000218048.2	3	2	2	0	6	2
PTP4A1	ENSG00000112245.6	10767	9865	12568	16785	12368	8458
RPL7AP34	ENSG00000213312.3	2	3	5	6	5	2
RP5-1148A21.3	ENSG00000266680.1	7	3	1	10	0	1
PHF3	ENSG00000118482.7	1722	1929	2428	3760	3770	3128
EYS	ENSG00000188107.9	31	26	45	22	46	62
RP11-59D5__B.2	ENSG00000236345.1	0	0	2	2	1	0
RP11-74E24.2	ENSG00000214558.3	15	19	21	17	8	24
ADH5P4	ENSG00000233859.1	27	24	56	40	77	76
NUFIP1P	ENSG00000218890.1	7	9	8	5	4	7
RP11-24C14.1	ENSG00000270521.1	0	0	1	1	2	0
RP11-301G19.1	ENSG00000227706.3	18	27	11	23	12	26
RP11-542F9.1	ENSG00000223504.1	2	0	0	0	0	0
RP3-525N10.2	ENSG00000230910.2	7	1	1	1	0	9
BAI3	ENSG00000135298.9	2	1	0	4	0	9
LMBRD1	ENSG00000168216.6	2485	2070	2562	2559	7238	4935
NPM1P37	ENSG00000219085.1	45	32	74	68	73	71
GAPDHP42	ENSG00000219881.1	1	2	10	13	6	17
COL9A1	ENSG00000112280.11	0	0	0	1	0	0
RP11-462G2.2	ENSG00000224349.2	1	3	0	1	1	1
FAM135A	ENSG00000082269.12	829	948	1263	1728	2366	1066
C6orf57	ENSG00000154079.5	441	447	337	561	306	318
RP11-134K13.4	ENSG00000271967.1	5	0	4	3	1	6
RP11-134K13.2	ENSG00000232389.1	75	115	95	96	85	102
SLC25A6P6	ENSG00000218870.1	2	0	0	0	0	0
SMAP1	ENSG00000112305.10	870	810	817	854	1032	880
RP11-160A9.3	ENSG00000262803.1	3	0	0	0	0	0
RP11-160A9.2	ENSG00000217767.2	3	6	4	13	5	1
B3GAT2	ENSG00000112309.6	146	46	65	61	143	63
LYPLA1P3	ENSG00000218350.1	159	123	159	146	255	207
RP11-154D6.1	ENSG00000232295.3	3	2	1	5	5	8
OGFRL1	ENSG00000119900.7	2446	2161	2889	3090	3253	2852
LINC00472	ENSG00000233237.2	0	2	1	14	0	3
RP1-288M22.2	ENSG00000223765.2	0	0	0	0	2	0
RIMS1	ENSG00000079841.14	0	0	3	8	2	4
KCNQ5	ENSG00000185760.11	454	531	1001	1362	574	581
KCNQ5-IT1	ENSG00000233844.1	14	8	45	51	34	41
KNOP1P4	ENSG00000232422.1	0	1	9	1	1	1
PGAM1P10	ENSG00000220515.2	0	0	2	4	0	0
KCNQ5-AS1	ENSG00000229154.1	0	13	24	20	8	8
RP11-257K9.3	ENSG00000234025.1	0	0	0	0	0	2
KHDC1P1	ENSG00000251360.2	1	0	0	0	0	0
KHDC1L	ENSG00000256980.4	0	0	1	6	0	0
KHDC1	ENSG00000135314.8	342	395	302	397	185	290
RP11-398K22.12	ENSG00000229852.2	150	153	118	154	97	114
RPSAP41	ENSG00000239626.1	0	4	0	0	0	0
EIF3EP1	ENSG00000234882.1	98	96	128	116	161	105
PAICSP3	ENSG00000226840.1	11	10	18	13	11	17
OOEP	ENSG00000203907.5	5	1	1	1	3	4
RPL39P3	ENSG00000235174.1	79	77	57	90	30	36
RPS6P8	ENSG00000224221.1	2	3	1	0	1	0
snoU13	ENSG00000238464.1	1	0	1	0	0	0
DDX43	ENSG00000080007.6	79	60	24	23	70	62
MB21D1	ENSG00000164430.11	432	462	544	787	188	327
AC019205.2	ENSG00000266346.1	0	0	0	1	0	0
MTO1	ENSG00000135297.11	2598	2865	3731	3622	4023	3678
RNU6-975P	ENSG00000207023.1	0	1	4	3	0	0
Metazoa_SRP	ENSG00000271986.1	34	30	20	13	2	6
RP11-505P4.6	ENSG00000223821.1	3	4	1	2	2	1
EEF1A1	ENSG00000156508.13	116656	119213	76044	127202	93550	100556
RP11-505P4.7	ENSG00000229862.1	1	2	1	5	0	1
SLC17A5	ENSG00000119899.11	1258	1117	1171	1381	912	692
RPS27P15	ENSG00000218459.1	0	4	0	1	0	0
RP11-553A21.3	ENSG00000231652.2	72	67	62	71	75	71
CD109	ENSG00000156535.9	1934	2416	2915	3403	3727	3648
RP11-554D15.1	ENSG00000223786.1	0	0	0	1	0	0
RP11-9G10.1	ENSG00000217178.1	0	0	2	1	0	0
RP11-554D15.3	ENSG00000272243.1	0	0	0	0	0	1
COL12A1	ENSG00000111799.16	3	2	1	0	0	2
COX7A2	ENSG00000112695.7	19869	19365	14603	16776	28138	21154
TMEM30A	ENSG00000112697.11	6482	5906	7814	7429	21104	13434
RP1-234P15.4	ENSG00000225793.2	61	63	81	59	124	61
FILIP1	ENSG00000118407.10	23	17	13	7	16	25
HMGB1P39	ENSG00000203489.3	1	0	0	0	1	0
RNU6-1338P	ENSG00000252137.1	0	0	0	0	1	0
SENP6	ENSG00000112701.13	3479	4190	5525	6880	5377	5399
RP11-474L11.5	ENSG00000217488.2	3	2	6	1	7	1
RNU6-1016P	ENSG00000252498.1	4	3	8	1	5	5
RN7SKP163	ENSG00000200091.1	1	3	10	11	12	2
MYO6	ENSG00000196586.9	62	31	45	60	146	104
RP11-354K4.1	ENSG00000231762.1	2	0	0	1	1	6
MEI4	ENSG00000269964.2	36	3	20	18	6	3
RP11-173D14.3	ENSG00000229495.1	0	0	0	0	0	1
IRAK1BP1	ENSG00000146243.9	309	277	380	476	443	355
PHIP	ENSG00000146247.13	4682	4898	7723	7563	11673	9061
AL356776.1	ENSG00000251969.2	5	0	8	4	0	4
RP11-477E3.2	ENSG00000217512.1	0	1	2	1	4	1
HMGN3	ENSG00000118418.10	11326	7210	9498	8554	19320	13367
HMGN3-AS1	ENSG00000270362.1	52	90	125	82	70	126
RP1-232L24.3	ENSG00000231533.1	1	3	3	2	1	1
LCA5	ENSG00000135338.9	409	374	294	365	842	733
RP11-342L8.2	ENSG00000261970.1	8	10	14	3	8	18
RP11-177G23.2	ENSG00000272137.1	18	2	14	22	15	6
SH3BGRL2	ENSG00000198478.6	1138	944	764	964	1006	1080
ELOVL4	ENSG00000118402.5	3	1	0	4	14	3
GAPDHP63	ENSG00000218582.2	353	469	195	205	203	418
TTK	ENSG00000112742.5	4890	4392	5896	6986	6888	5931
RP11-296E7.1	ENSG00000218418.2	6	18	12	24	9	17
AK4P5	ENSG00000217377.1	0	0	0	0	0	2
BCKDHB	ENSG00000083123.10	2581	2517	2847	2799	4907	3733
RP11-250B2.6	ENSG00000272129.1	39	49	23	47	30	20
RPL17P25	ENSG00000219547.1	0	0	1	0	0	0
RP11-250B2.3	ENSG00000233967.2	18	11	11	17	24	50
RP11-250B2.5	ENSG00000260645.1	12	8	10	14	33	18
FAM46A	ENSG00000112773.11	5175	3595	2186	3059	5640	4375
RNA5SP210	ENSG00000212336.1	0	0	0	0	2	0
RP5-991C6.4	ENSG00000232031.1	0	0	0	3	0	4
SNORA70	ENSG00000206886.1	0	0	0	1	0	1
RP5-991C6.2	ENSG00000219702.1	5	2	1	0	1	0
RP11-379B8.1	ENSG00000226453.1	0	0	1	0	5	4
IBTK	ENSG00000005700.10	1784	2186	2723	4037	3250	2642
RNU6-130P	ENSG00000223044.1	0	0	1	1	0	0
TPBG	ENSG00000146242.5	30	7	9	9	18	10
UBE3D	ENSG00000118420.12	470	418	545	552	598	562
RP11-445L13__B.3	ENSG00000227215.1	0	0	0	0	1	0
DOPEY1	ENSG00000083097.10	152	267	256	363	350	265
PGM3	ENSG00000013375.11	1804	1425	1407	1418	2746	1744
RWDD2A	ENSG00000013392.6	270	223	182	187	444	361
ME1	ENSG00000065833.7	354	348	519	592	474	306
RP11-378G13.2	ENSG00000219951.4	10	11	1	10	3	7
CYB5R4	ENSG00000065615.9	4732	4053	3372	4769	4277	4160
MRAP2	ENSG00000135324.5	15	12	12	32	72	13
KIAA1009	ENSG00000135315.7	539	614	842	1082	1093	854
SMARCE1P2	ENSG00000226309.1	3	5	2	4	7	4
RP11-30P6.1	ENSG00000217060.1	2	4	6	6	7	1
RP11-30P6.3	ENSG00000214460.3	14	12	11	20	11	26
NT5E	ENSG00000135318.7	4	12	9	41	7	28
SNX14	ENSG00000135317.8	5958	5279	5558	6466	10118	7502
SYNCRIP	ENSG00000135316.13	14764	12524	20005	19087	12615	10381
RP1-3J17.3	ENSG00000236016.3	17	7	10	18	8	11
PKMP3	ENSG00000220563.1	0	0	0	2	1	5
SNHG5	ENSG00000203875.6	3246	3377	2176	3901	1345	1383
RP11-33E24.3	ENSG00000217334.1	0	0	6	1	2	13
SMIM11P1	ENSG00000198738.4	3	2	1	3	0	1
RNU4-72P	ENSG00000222686.1	0	0	0	1	0	1
RP11-207F8.1	ENSG00000218766.1	0	0	0	0	0	1
RP11-76H14.2	ENSG00000217769.4	1	6	6	3	5	7
RCN1P1	ENSG00000215477.2	2	0	1	3	2	1
RP11-393I2.4	ENSG00000272008.1	87	84	61	112	92	145
ZNF292	ENSG00000188994.8	1743	2631	4536	4448	14125	11088
RP11-393I2.2	ENSG00000218313.1	3	1	6	6	1	3
GJB7	ENSG00000164411.6	3	3	4	7	5	6
HSPD1P10	ENSG00000216990.2	7	6	7	1	7	15
SMIM8	ENSG00000111850.6	1449	887	1168	1191	2839	1946
RP1-102H19.8	ENSG00000226524.2	38	41	39	54	88	45
C6orf163	ENSG00000203872.6	48	50	70	77	109	62
C6orf164	ENSG00000203871.4	2	0	7	0	8	2
C6ORF165	ENSG00000272514.1	0	0	0	1	0	1
C6orf165	ENSG00000213204.4	20	23	25	49	89	74
SLC35A1	ENSG00000164414.12	1088	651	842	836	2095	1362
RNU6-444P	ENSG00000206715.1	0	0	0	0	1	0
RARS2	ENSG00000146282.13	4922	3791	4779	4104	7698	5016
ORC3	ENSG00000135336.10	8320	6824	8530	7825	16943	9556
AKIRIN2	ENSG00000135334.8	1915	2044	1891	2431	1279	1988
CNR1	ENSG00000118432.11	0	0	0	2	0	0
